Danceability,Energy,Key,Loudness,Mode,Speechness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,ID,Duration_ms,Genre,genre
0.888,0.577,1,-7.702,0,0.0612,0.0986,0,0.131,0.609,84.003,05Sgj1Hx03ZXc57gsV1kfX,241840,hiphop,hiphop
0.733,0.747,9,-5.888,0,0.0446,0.178,0.0355,0.0804,0.666,74.533,4bO05lwZrNEIFnPAJ0uzOv,322320,reggaerock,rock
0.666,0.829,1,-7.548,1,0.0604,0.363,0.0853,0.0278,0.961,125.063,4lut7ykG3SZaZpO5p92Ngj,177749,deeplatinjazz,jazz
0.592,0.397,2,-10.81,0,0.0676,0.354,8.94e-4,0.119,0.205,150.038,1qjrYozGqc7upUgfN776lZ,185293,deepsoftrock,rock
0.554,0.939,2,-5.491,1,0.0463,5.89e-4,0.114,0.464,0.511,124.001,4Roaw955uyoNIGkkWztz3A,246893,australianpop,pop
0.889,0.575,1,-5.189,1,0.0916,0.0498,0,0.0941,0.654,80.017,5GtfrcFGPpZcFhPQ1O9Os2,231851,reggaerock,rock
0.417,0.645,9,-6.132,0,0.0641,0.698,0,0.122,0.862,176.883,30b1kh3lecbVHexEgQlozl,242773,jazzfusion,jazz
0.259,0.681,5,-6.606,1,0.0343,0.0311,8.83e-5,0.107,0.148,128.921,1bSIRGF1HzsXB8wUkYRF3A,442760,swedishhardrock,rock
0.49,0.715,7,-5.549,1,0.0476,0.386,0,0.311,0.866,130.726,4pbG9SUmWIvsROVLF0zF9s,145747,rock,rock
0.568,0.616,0,-7.093,1,0.0345,0.25,2.52e-4,0.145,0.601,82.093,7jIuAy9Gz3I2R7ApDvTrB6,174430,country,country
0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,0tgVpDi06FyKpA1z0VMD4v,263400,germanjazz,jazz
0.43,0.374,11,-9.949,1,0.0292,0.372,0.379,0.316,0.191,128.56,6OuRbvP4PgbuzBIapVzmFJ,277960,funkrock,rock
0.868,0.644,7,-8.342,1,0.209,0.00962,3.04e-6,0.148,0.444,97.205,1bcW30Xr00ORbniE7Vfxb4,259093,reggaerock,rock
0.697,0.794,2,-5.109,1,0.0444,0.232,0,0.331,0.689,103.031,0UhuBPpuEYtnHSQKtQi0VU,201453,countryrap,country
0.625,0.426,2,-8.392,0,0.0271,0.413,0,0.116,0.112,110.018,5Ihd9HrPvOADyVoonH9ZjB,270333,grungepop,pop
0.568,0.734,8,-5.817,1,0.194,0.042,0.879,0.387,0.651,178.521,6XL9JE1lnxOzpfibQPR5kR,255307,jazzfusion,jazz
0.692,0.706,1,-6.295,0,0.0396,0.342,7.19e-5,0.0766,0.732,124.999,6YodUz9Nai4NuQnDtAGtAt,202707,rocknacional,rock
0.698,0.708,6,-6.459,0,0.028,0.0671,0.443,0.109,0.552,106.058,3Cu2cnUgYrfJpAGF1IquPt,217060,smoothjazz,jazz
0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-6,0.143,0.416,130.059,6q8Lb50EtqNeeJXXe8mMAH,226627,regionalmexicanpop,pop
0.443,0.719,5,-5.555,1,0.033,0.0225,0,0.227,0.559,155.895,0scQIzgcOhnmfqfOTpRUFH,212885,dreampop,pop
0.817,0.551,7,-9.33,0,0.133,0.865,1.51e-4,0.101,0.142,109.966,1F6IbA7di42uPc3cff8PXV,123884,vaporpop,pop
0.365,0.663,0,-13.037,1,0.0345,0.738,0.939,0.0716,0.97,192.565,54QjOYTlXYl3c6QXN7eDVU,128440,pianoblues,blues
0.371,0.518,7,-11.146,1,0.0453,0.607,8.12e-6,0.16,0.508,142.371,3kFnJf7mrEViUydEA0kkFQ,197027,ostrock,rock
0.719,0.433,5,-9.439,1,0.0293,0.176,7.73e-4,0.133,0.569,112.284,3hUSTeZvKBhIq52JC35j4Y,273840,belgianpop,pop
0.247,0.945,6,-2.961,1,0.0871,0.00509,7.44e-5,0.584,0.26,176.175,2TBdpvgv16dosmomgXFO8j,194859,deeppoppunk,pop
0.504,0.879,3,-6.645,0,0.0435,0.0514,0.0073,0.149,0.269,144.55,7rPpErLCzp22gTrEmx4XYb,209680,mathpop,pop
0.408,0.689,7,-6.118,1,0.039,0.212,0.546,0.171,0.348,167.462,1L7Sp4k1fP1sAVRqUw1CWQ,299893,canadianrock,rock
0.766,0.374,11,-7.951,0,0.0469,0.324,4.49e-6,0.0814,0.923,107.03,4QeRuwa8JwauUg4LUlLDx9,154773,dreampop,pop
0.607,0.309,0,-14.491,1,0.0503,0.0311,0.575,0.117,0.0981,97.997,0OcP0ZD8f5paG9taHQNspu,305738,noisepop,pop
0.546,0.77,0,-5.2,0,0.0554,0.00994,0,0.13,0.47,106.991,7HlXt77EijXYxWf8gI2cty,219000,albanianhiphop,hiphop
0.812,0.567,1,-7.119,0,0.083,0.539,0,0.11,0.616,124.945,4WCgIZ1n7I6yRaAQ9GjS07,171080,mathpop,pop
0.652,0.956,9,-5.18,0,0.0586,0.165,0.0499,0.18,0.781,167.643,0ECgwmbxVP0XhANfzBgoCp,172339,belgianpop,pop
0.638,0.854,1,-4.664,1,0.11,0.216,0,0.0357,0.859,93.869,4EpLU30bi1KNWkBTfgZkoK,190640,country,country
0.877,0.517,7,-8.963,1,0.0715,0.2,0.269,0.12,0.581,90.007,6Pshth1VlWoI4fJT2Vi419,329547,arabichiphop,hiphop
0.312,0.946,4,-3.209,0,0.107,0.00749,2.93e-6,0.288,0.297,189.892,646J2jOtUe4Jflrmh6JFjN,235893,indieemorock,rock
0.803,0.488,1,-9.303,1,0.0803,0.576,0.0609,0.0763,0.624,95.771,1ko2lVN0vKGUl9zrU0qSlT,237106,jazzfusion,jazz
0.54,0.485,5,-11.074,1,0.071,0.126,9.37e-4,0.136,0.743,120.648,3y8lnCA8R91z9CArWY6DPw,394853,ostrock,rock
0.504,0.778,9,-3.094,1,0.0456,0.0153,2.05e-6,0.18,0.553,169.787,4PxzLYKgJ8zoeHs0Su1L84,171293,canadianpop,pop
0.565,0.839,4,-5.161,0,0.0332,3.35e-4,0.113,0.329,0.855,134.98,1OKkG3vxEuBBwLw1gCqdNW,191133,noisepop,pop
0.584,0.379,9,-11.141,1,0.0311,0.41,0.00205,0.09,0.325,83.502,2n3flEn2rzRDOeJCOVORed,252788,pianoblues,blues
0.259,0.734,9,-6.477,0,0.0321,1.03e-5,8.58e-6,0.361,0.2,89.9,57Tc99G6I2AJvPeW00Fo6L,277467,ukalternativepop,pop
0.566,0.751,9,-10.649,0,0.0587,0.0569,1.17e-5,0.0779,0.573,155.688,1zDTc9xaDz3HCLEos91YKT,308640,canadianrock,rock
0.56,0.977,10,-3.54,1,0.0478,0.00441,1.76e-5,0.16,0.485,130.038,6Mk92DWZ38SSZ02xG3TsZO,215000,modernblues,blues
0.449,0.809,4,-4.834,0,0.0457,0.00117,5.5e-4,0.0968,0.469,200.046,47kd31xyZjGjksUG3eAVGK,223827,swedishindiepop,pop
0.524,0.841,5,-11.266,1,0.0434,0.0219,0.00585,0.0529,0.887,120.145,156F2CPm7xEokUNSg4CLh4,436547,southernrock,rock
0.687,0.716,6,-6.365,0,0.0489,0.273,0,0.0416,0.942,107.961,4WP1XJnAUkZfTtMdZTaN9k,208667,canadianpop,pop
0.709,0.444,0,-8.866,0,0.0504,0.819,0.646,0.463,0.257,94.975,436PrgfFrq1nc5HfGaGZhy,184906,deepdancepop,pop
0.269,0.078,9,-30.338,1,0.142,0.709,7.94e-5,0.935,0.0384,75.842,2apfYBLSjafsTHg15kWYty,686316,nordiccontemporaryclassical,classical
0.435,0.651,0,-6.152,1,0.0288,0.00111,0.609,0.111,0.206,111.896,6INLpBxo9F5QMer04VXEnd,298467,danishindiepop,pop
0.611,0.329,0,-14.924,1,0.0729,0.884,0.864,0.718,0.498,92.644,5Z1xSawWjUgIr9iyu8VBFP,322587,pianoblues,blues
0.781,0.687,4,-3.94,0,0.073,0.264,0,0.0655,0.845,129.925,3kWSE7VF640gmcuCTegcWV,156750,deepbrazilianpop,pop
0.693,0.438,6,-10.025,0,0.0355,0.15,5.53e-4,0.0981,0.16,117.987,2psMX6T06eYYa2UhAjrsNQ,199221,indiepoptimism,pop
0.861,0.659,1,-7.623,1,0.053,0.189,6.35e-4,0.304,0.833,139.005,4GaHzZgcdCD0PFkQ9sSFRa,197373,reggaerock,rock
0.518,0.652,1,-5.208,1,0.0461,0.499,0,0.134,0.728,82.483,2ZWnbl9QQELai4oaHGAzsM,204413,reggaerock,rock
0.888,0.689,10,-8.277,0,0.206,0.226,7.42e-5,0.255,0.756,97.219,4zVW2s7vaKP3tWaQGnM7uu,213427,funkrock,rock
0.701,0.768,1,-3.531,1,0.229,0.354,0,0.148,0.724,178.151,4KXDT3pmPDB9IB6hTUoGpd,155093,hiphop,hiphop
0.416,0.829,8,-3.637,0,0.033,0.0014,1.78e-6,0.124,0.576,81.287,5Y3YXnee4HSI2agUMMnkVd,203478,canadianrock,rock
0.721,0.865,10,-4.787,0,0.0358,0.485,6.02e-5,0.104,0.935,111.006,14H5ieroXLZpWU9HidM3wT,272203,regionalmexicanpop,pop
0.542,0.862,2,-4.423,1,0.0969,0.251,1.22e-4,0.111,0.441,128.024,04LHuPqOMSpnHFaziPq1qO,286875,swedishindiepop,pop
0.627,0.956,8,-4.498,0,0.0719,0.0256,0.588,0.125,0.392,127.984,45NYp6HaMbhHNtn8sTnztn,217500,dancepop,pop
0.453,0.915,0,-6.157,0,0.0421,4.33e-4,0.0594,0.323,0.666,128.036,4ZxKVwdFBsMRoWgQUnej7K,211907,australianpop,pop
0.732,0.726,7,-7.694,1,0.0389,0.193,0,0.0898,0.869,140.025,10ZLFt1hOSy4NqNmg4bhMv,217667,italianhiphop,hiphop
0.635,0.686,9,-15.648,1,0.053,0.209,0.0176,0.282,0.464,125.988,2EC9IJj7g0mN1Q5VrZkiYY,274747,funkrock,rock
0.479,0.388,7,-9.85,1,0.0268,0.265,0.785,0.106,0.105,84.211,2ZEGVMA4T2KzfrRtAvdtXc,302107,dreampop,pop
0.525,0.867,9,-6.032,1,0.113,0.472,6.91e-4,0.103,0.724,121.447,267iJIPBzvDEVweuOp5u2o,327787,modernblues,blues
0.683,0.937,11,-6.388,0,0.0335,0.028,0.768,0.141,0.305,126.872,2FH3BLTMhJlCH1Dmkua5DW,518222,ukpop,pop
0.839,0.578,7,-8.401,1,0.0645,0.0389,0,0.135,0.642,134.237,78IxKAvzvPUxp30Skp28Qy,264453,reggaerock,rock
0.54,0.904,0,-3.149,1,0.0694,0.098,0.42,0.0672,0.435,120.105,5dZQGjEqPbS05AP5SRpWXJ,232787,modernblues,blues
0.478,0.633,7,-9.398,0,0.0543,0.0216,0.00122,0.171,0.8,101.481,2cal7B1IEuIaHGCDlgnQXJ,324813,bluesband,blues
0.305,0.0484,5,-19.119,1,0.0319,0.927,0.834,0.109,0.112,83.1,4mg3FP3BP4ELno3sCfjToL,324840,jazzfusion,jazz
0.322,0.184,0,-18.312,0,0.0338,0.984,0.902,0.0813,0.356,107.847,0pjCsB0XNSyqM9UazlTODC,193600,classicalpercussion,classical
0.547,0.733,9,-6.558,1,0.0433,0.0103,0.131,0.117,0.962,176.198,33iQW2OneB0oNh2NfrAzqW,133440,geekrock,rock
0.407,0.356,6,-10.171,1,0.0384,0.867,1.52e-6,0.444,0.23,109.97,5yrY5FW8KHHGxcwNzkHAjE,217573,etherpop,pop
0.742,0.853,7,-7.832,1,0.034,0.0396,0,0.0664,0.963,135.02,0MjMqYIYzcCteAs4c0BZGy,198067,ukpop,pop
0.665,0.984,1,-5.817,1,0.0558,0.054,2.5e-6,0.331,0.799,118.113,39yXycOGCBqgbQNfMPd5fy,218040,v-pop,pop
0.477,0.965,10,-3.245,0,0.155,7.06e-4,1.03e-6,0.301,0.584,110.015,4HakXl0YEkuz7PIQtRIth3,222253,medievalrock,rock
0.705,0.559,0,-6.954,1,0.0367,0.0645,3.92e-4,0.0918,0.892,73.694,1HWjd6GRM0QYXwA1clEfSH,224760,reggaerock,rock
0.706,0.919,2,-3.514,1,0.0383,0.00288,0,0.099,0.834,115.996,01xEexJXRXEKbU745QSRqT,274533,indonesianpop,pop
0.822,0.969,7,-11.471,0,0.0582,0.259,1.62e-4,0.39,0.765,128.007,5FgtdSf7I5lClThz2ptWvl,283748,europop,pop
0.515,0.612,11,-5.482,0,0.0406,0.305,0,0.0887,0.362,123.439,4qvXGTbg0MVfxHEXACZ6I2,244453,canadianrock,rock
0.64,0.196,4,-11.478,1,0.0267,0.819,3.63e-5,0.0978,0.301,143.919,31lhygAGEsvwcUvhakP6yY,227222,albertacountry,country
0.272,0.777,1,-7.742,1,0.0488,0.483,0.905,0.099,0.454,160.259,1v12eTtcotARrkqV0YoLpr,186800,modernblues,blues
0.415,0.957,11,-5.915,0,0.0811,1.06e-4,0.123,0.123,0.175,98.115,5pvmhSKAEGovYtUQW8xqJp,259957,noisepop,pop
0.687,0.793,2,-4.254,1,0.166,0.0603,0,0.582,0.751,107.045,5sNESr6pQfIhL3krM8CtZn,205733,australianundergroundhiphop,hiphop
0.678,0.607,9,-6.267,0,0.0346,0.0176,0,0.312,0.379,129.99,6esGPTxurGDGFgzs4uueSN,182098,canadianpop,pop
0.76,0.742,0,-5.714,0,0.195,0.0177,0,0.176,0.623,110.838,30UmlBgaOcdEFngi3tyJxN,225347,albanianhiphop,hiphop
0.659,0.871,4,-1.55,1,0.0333,0.095,0,0.298,0.765,128.993,1Vk6binioVDRup8aSqS53T,245492,deeppoppunk,pop
0.858,0.65,8,-4.919,1,0.241,0.0066,2.07e-6,0.121,0.653,147.031,61TklWcG8PbT5hvUTzwLaY,210545,frenchhiphop,hiphop
0.548,0.816,2,-4.478,1,0.0499,0.0104,0.0543,0.152,0.857,174.993,1595LW73XBxkRk2ciQOHfr,137760,geekrock,rock
0.518,0.966,10,-2.63,1,0.0718,0.014,0,0.209,0.771,161.934,7ypnh8Z8cjXlCHalaSS0Sq,171800,mexicanpoppunk,pop
0.602,0.52,8,-6.438,0,0.056,0.492,4.89e-6,0.0583,0.495,100.772,54QiglOTsHjyYLs8i8gKyk,224467,frenchfolkpop,pop
0.627,0.663,6,-2.714,1,0.0329,0.164,0,0.118,0.39,90.058,7HQn99HBIBHWkZfTMR8Kki,232693,christianpop,pop
0.524,0.907,7,-7.942,1,0.057,0.0108,9.86e-6,0.121,0.148,99.945,2b81bsxvNPlqy7Jlg87y1L,279693,canadianrock,rock
0.786,0.863,5,-2.609,1,0.0852,0.149,0,0.311,0.848,96.023,7F9gmPBKxaucBHH6zc0fqT,173035,albanianhiphop,hiphop
0.606,0.652,9,-6.982,1,0.0281,0.323,0,0.201,0.476,97.155,5AnSllIrgGsCZzZJkVnApx,182493,country,country
0.708,0.425,1,-10.645,0,0.0289,0.857,9.02e-4,0.14,0.128,114.936,3qVx9Ru68DbjfRbNKRKBGX,349613,smoothjazz,jazz
0.434,0.654,0,-4.951,0,0.0276,0.0941,0.00953,0.442,0.252,140.066,2huNFVEIIg5IHwaJlZR9gV,214413,germanhardrock,rock
0.503,0.35,2,-13.489,0,0.0256,0.504,5.88e-5,0.0791,0.293,80.191,6Z8N6X68FUFWQxWLrlW2lO,319621,rockkapak,rock
0.566,0.839,1,-6.176,1,0.0401,0.00765,0.00933,0.107,0.352,115.869,4x77aYKNqaTqhoL1sWXosN,287744,canadianpop,pop
0.361,0.994,9,-2.903,1,0.225,0.00933,0,0.462,0.43,164.069,2rlFCdjts9W1rZrs2ef39Z,163300,rocktico,rock
0.5,0.975,10,-3.176,0,0.0824,1.23e-4,3.79e-4,0.104,0.767,138.005,7HGTkn2aX7MNdKs7nV2xBt,197160,garagerock,rock
0.554,0.47,4,-8.357,0,0.0321,0.0183,0,0.349,0.253,89.98,6QHetp9aFO8FFzvLb5OOQT,226487,deepsoftrock,rock
0.403,0.411,2,-12.124,0,0.0404,0.876,0.888,0.0884,0.508,171.17,3AR8XTIjGx5gaO7KEkdHIi,197693,pianoblues,blues
0.5,0.645,0,-7.5,1,0.0261,0.0985,1.62e-4,0.145,0.563,79.013,0ZaWKNIfU5rZjMgSucCAX0,232080,greenlandicpop,pop
0.5,0.406,2,-9.576,0,0.0315,0.271,0.00646,0.194,0.064,120.039,423ZygrgNxFUX80BigqeIL,228200,gauzepop,pop
0.856,0.405,9,-8.575,1,0.0515,0.0037,0,0.109,0.543,121.032,3EBVR99iAPdsKMlONY5xOS,141322,deepdancepop,pop
0.2,0.213,9,-9.641,1,0.0333,0.903,0,0.103,0.165,175.998,7Fmd13iRhFDyk6DTlfJDHU,190240,classicdanishpop,pop
0.71,0.629,8,-5.792,1,0.116,0.0712,8.72e-5,0.561,0.835,82.028,1NMgDAdSgLbC58dW5nZfK2,205629,italianindiepop,pop
0.6,0.371,2,-13.054,1,0.0273,0.735,0,0.31,0.656,125.603,57Uadt78FPP6JmC19JufWZ,173760,mexicanrock-and-roll,rock
0.66,0.383,2,-9.377,1,0.0304,0.381,0,0.119,0.381,83.096,5kNe7PE09d6Kvw5pAsx23n,227427,country,country
0.427,0.266,11,-16.589,0,0.056,0.733,0.259,0.0913,0.142,131.112,310kt1jgzkJR1O2JPpCTuT,348533,belgianpop,pop
0.52,0.91,2,-4.199,1,0.108,0.0278,2.44e-6,0.256,0.603,123.969,1EB6a0TgohSqKP3UsPkx9w,194600,countryrap,country
0.589,0.768,9,-11.493,1,0.0417,0.104,0,0.0897,0.694,109.127,1grnSNpTAe14gjtqfArZan,216693,canadianrock,rock
0.787,0.705,0,-7.582,1,0.0695,0.137,1.06e-6,0.108,0.499,81.998,5mj8WVFcKdGA8p9HWGTSLc,188654,peruvianhiphop,hiphop
0.696,0.602,10,-10.223,1,0.0759,0.0467,1.86e-6,0.103,0.51,126.021,1MAZ4AyeZQjVF8COtOxh2E,177143,ukpop,pop
0.491,0.934,2,-6.987,1,0.0756,0.0113,6e-5,0.345,0.644,155.612,3EZ26HEww0Tr94HSL10Wsf,324027,canadianpop,pop
0.64,0.263,6,-18.513,0,0.0508,0.976,0,0.223,0.576,147.644,3IvBSSlcPGfjTIfr89J8GK,218813,gospelblues,blues
0.776,0.617,2,-7.08,0,0.0321,0.289,5.97e-6,0.261,0.446,111.972,4NUWe0N7TOm3CQC3ZK6zbU,215610,norwegianhiphop,hiphop
0.534,0.887,0,-3.777,1,0.0345,0.0768,9.93e-5,0.325,0.72,122.494,0J6mQxEZnlRt9ymzFntA6z,249293,rock,rock
0.801,0.505,11,-5.829,1,0.293,0.0446,9.52e-6,0.122,0.757,161.059,1jkEorRvoRQNo1WZfD1X5q,156443,hiphop,hiphop
0.578,0.708,9,-7.258,0,0.0241,0.00717,0.0291,0.253,0.49,99.676,6jvqpOz4CrGUIk7d5iaI7i,239347,swedishindiepop,pop
0.521,0.72,2,-5.826,1,0.0293,0.158,0.095,0.412,0.718,81.831,3jvOOe8qlXLa15L2yvWw2H,269000,classicdanishpop,pop
0.829,0.677,8,-7.153,1,0.186,0.0648,3.77e-6,0.0754,0.393,110.042,0jFC6LvoyIqatLDLlT6a98,228136,albanianhiphop,hiphop
0.813,0.882,7,-7.575,1,0.0402,0.0908,0.00457,0.147,0.874,125.983,3pEuO9J2MTEmec8kUfYYvl,236933,grungepop,pop
0.679,0.553,3,-14.687,1,0.0316,0.0611,7.16e-6,0.139,0.946,109.071,064SVQsmWl5EF0zahmzkQk,198760,funkrock,rock
0.602,0.537,10,-9.347,1,0.0284,0.405,4.94e-6,0.0822,0.353,136.553,7LDe75cRmbXNcMTGXR5sze,283800,portugueserock,rock
0.47,0.459,10,-8.444,1,0.0268,0.493,0,0.0559,0.215,72.265,1irHQFnRXFeT2TLGcdExtr,289947,ostrock,rock
0.607,0.536,10,-7.306,1,0.0305,0.386,0,0.102,0.434,147.986,10M2Ex445zw585Ducldzkw,224853,countrydawn,country
0.876,0.453,4,-8.842,1,0.0848,0.662,0,0.112,0.856,120.087,6SYQJaxOOUtGLi3BA2SWQu,211640,swedishpoppunk,pop
0.611,0.732,9,-10.218,1,0.0278,1.13e-4,0.00339,0.092,0.727,125.286,4mYQqRAN5xTubTvZybrWFm,250360,canadianrock,rock
0.673,0.855,11,-4.528,0,0.0846,0.291,0,0.124,0.96,179.984,4iCJFRTRsFlj4UWoEd7bS9,206497,lapop,pop
0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,49X0LAl6faAusYq02PRAY6,307154,v-pop,pop
0.602,0.845,5,-5.407,1,0.0327,0.0415,0.00197,0.116,0.767,134.986,57QCJG7K414si2geXhcQRq,179800,lapop,pop
0.62,0.764,8,-6.757,1,0.0314,0.38,1.54e-4,0.112,0.461,86.996,3W5GXbS3ugsYjx1X0xBNbL,209253,albertacountry,country
0.302,0.214,9,-17.653,1,0.0336,0.775,0.946,0.153,0.0382,113.081,6AWEzGROCtSzHQ0kzWjNWx,412600,germanjazz,jazz
0.633,0.753,4,-11.763,0,0.0256,0.159,0.92,0.087,0.674,91.031,35KShWrdWOR1ZNHCwgWB8K,308760,smoothjazz,jazz
0.602,0.821,0,-2.958,1,0.0353,0.00989,2.17e-6,0.0653,0.58,180.065,2EnrTdUMtnkWnrKOgBBxDN,219960,christianpop,pop
0.45,0.652,6,-5.541,1,0.0276,0.00556,7.86e-4,0.0933,0.514,80.128,6FxbwB6o1MKOy0dHvxNr2W,304987,geekrock,rock
0.714,0.52,8,-7.699,1,0.0415,0.0968,0.2,0.341,0.155,120.009,4N9fn8DbYRf5ALQJtuMHDC,265075,gauzepop,pop
0.502,0.326,0,-7.145,1,0.0261,0.381,0,0.0889,0.068,77.03,7orSh74hf8AZYIFtBXWGLF,250947,deepindierock,rock
0.527,0.622,2,-9.665,0,0.0345,0.507,0.956,0.138,0.553,131.022,5LuZ2XUaVcT62DlXoKoq9k,322653,classicalpercussion,classical
0.738,0.671,9,-6.18,0,0.0835,0.495,0,0.329,0.788,86.06,0l9S8b8XbOHzg2de69DMmE,171653,reggaerock,rock
0.614,0.568,5,-5.933,1,0.053900000000000003,0.734,0.743,0.0747,0.934,101.795,4BWQvgsAVRlTUdnbxSYpXN,179813,colombianrock,rock
0.534,0.946,11,-5.167,1,0.0793,0.00339,0.442,0.164,0.379,141.517,1GTPxha6U7x9ElVxkQw3OK,279800,ukpop,pop
0.658,0.709,8,-6.736,1,0.0904,0.00188,0.00447,0.0657,0.855,129.699,3GfOAdcoc3X5GPiiXmpBjK,121880,deeppoppunk,pop
0.556,0.482,9,-6.338,0,0.0261,0.326,0,0.0913,0.182,124.975,7AJ7rSEmFCp0bDRwvhUocS,266320,rockkapak,rock
0.309,0.847,2,-5.331,1,0.0485,0.0344,0.74,0.101,0.295,164.091,355z3sCTtZBSw7uGQULkYq,337520,modernblues,blues
0.307,0.0973,2,-21.47,0,0.0419,0.974,0.943,0.107,0.0462,96.109,3DKChv8H2YmOCJK9ODJIML,280013,classicalpercussion,classical
0.596,0.857,5,-5.728,1,0.0293,3.07e-4,0.0201,0.308,0.715,131.985,0wN7YFlPbUGbcxZPXWsX7K,232320,swedishindiepop,pop
0.386,0.885,2,-5.524,1,0.0653,8.61e-5,2.37e-6,0.242,0.444,97.139,77klk50x7lsAN4QgAbkmGE,177883,mathpop,pop
0.649,0.711,11,-6.924,0,0.103,0.145,3.3e-6,0.0972,0.523,111.745,1lwpe8mLgHhytakM7m6R3W,184413,hippop,pop
0.238,0.213,3,-12.125,1,0.0334,0.964,0.0091,0.103,0.0641,76.941,16bWVR2eXy6jwDw8KC96EV,189840,norwegianclassical,classical
0.567,0.739,9,-10.068,0,0.0286,0.146,0.0173,0.347,0.488,101.055,5FAYrlO4lslvzmfhlMKVWZ,233895,canadianrock,rock
0.684,0.989,1,-3.873,1,0.0533,0.0203,0,0.0797,0.786,128.012,0rO9zy2xrUHQYszmtdprb1,218920,danishpop,pop
0.684,0.811,7,-4.494,1,0.0714,0.161,3.63e-4,0.0871,0.721,87.866,5qFeMRz4TvetPmzjre9Dq7,250840,regionalmexicanpop,pop
0.792,0.82,7,-3.58,0,0.116,0.279,4.03e-4,0.25,0.793,82.363,2lUirvUhqfBqJzUvk4tLoK,259947,hiphop,hiphop
0.768,0.738,11,-3.017,0,0.0406,0.0524,3.01e-5,0.0561,0.685,125.928,3YJlTDtUXu1sGh8lunblkG,235853,v-pop,pop
0.194,0.616,6,-7.274,0,0.039,3.68e-5,1.06e-4,0.566,0.45,147.05,123REAgpLrRpx0kfL33FWH,182567,swedishindiepop,pop
0.887,0.626,11,-7.326,0,0.372,0.411,1.68e-5,0.129,0.436,128.01,3gGJ3SLyNOJIyP9mOuqhVz,275859,peruvianhiphop,hiphop
0.321,0.177,0,-12.758,1,0.0361,0.891,0.00431,0.105,0.0435,115.82,7tY45JBC3pJURHwXCUnC2n,260999,kindierock,rock
0.556,0.893,7,-6.953,0,0.0805,0.476,0.953,0.151,0.601,127.192,5Vw2hG0fMis9jTPZGExcFY,325730,finnishjazz,jazz
0.889,0.521,2,-4.837,1,0.0348,0.781,0,0.348,0.825,105.97,16LsBKOCWRtUPR2FzMjJ1j,190592,kindierock,rock
0.557,0.676,7,-4.457,1,0.027,0.0661,0,0.0871,0.678,108.016,4ly1QBXEwYoDmje9rmEgC4,202347,countrydawn,country
0.644,0.444,11,-10.938,0,0.0451,0.0606,0.0306,0.189,0.321,114.964,5sr7l9us7OrLNa0UP6SSkq,410347,panamanianrock,rock
0.417,0.363,10,-9.23,1,0.0349,0.928,0.109,0.118,0.186,197.865,3NZdQyzDk5ioL54Rkclqzt,292360,pianoblues,blues
0.536,0.547,5,-10.439,0,0.0291,0.769,0.206,0.105,0.536,94.112,6f1AjRIhheD79RSKKJZjNw,323133,jazzfusion,jazz
0.705,0.717,4,-4.944,0,0.125,0.00369,0.461,0.0701,0.554,97.036,5TWL2K9Q9QuUTW15I6ZLpP,204400,ukpop,pop
0.7,0.393,2,-10.88,1,0.0471,0.6,6.08e-6,0.113,0.477,79.638,4c7ra5L7SBRlxoVEweTdf8,337200,arabichiphop,hiphop
0.697,0.874,5,-2.15,0,0.045,0.0122,0,0.627,0.775,132.022,2FXd6kKCtBIc6UfN1gH1pA,213886,koreanpop,pop
0.689,0.354,4,-8.734,1,0.0328,0.67,0,0.108,0.863,132.005,5ouydE9d0hoTU6d1Vz1cWX,167333,mexicanrock-and-roll,rock
0.532,0.81,0,-6.292,0,0.107,0.0188,1.6e-4,0.0837,0.671,123.683,3HvMuSce4aoDwLzLfBEKF0,214867,danishindiepop,pop
0.524,0.281,0,-12.183,1,0.0285,0.671,1.11e-6,0.107,0.167,83.908,3gW6YHqQjiSHCncALFvFPE,264053,lapop,pop
0.555,0.664,0,-4.047,1,0.0239,0.0293,0.0194,0.096,0.33,98.022,3exOqff75NsFvi1KtJMTHf,247987,undergroundpowerpop,pop
0.389,0.52,0,-6.689,1,0.0292,0.00983,0.00464,0.1,0.406,180.175,1nuFehrAvHEroephMV6dCN,268000,modernblues,blues
0.825,0.575,11,-4.87,1,0.0633,0.025,9.94e-6,0.205,0.65,153.954,0zO8ctW0UiuOefR87OeJOZ,299960,mandepop,pop
0.576,0.293,6,-8.454,0,0.0274,0.705,0,0.328,0.209,92.859,02s9DfehvbXg5ViQyxmbDZ,219973,canadianrock,rock
0.685,0.615,7,-7.649,1,0.135,0.0468,1.92e-5,0.683,0.654,89.98,1nGoPhTWBeEMiYTbHXoY6i,217332,italianundergroundhiphop,hiphop
0.631,0.77,10,-5.727,0,0.0934,0.114,0,0.0692,0.567,99.984,01CmolDz1Yce1hgt1V0qiB,189602,christianpop,pop
0.231,0.797,7,-4.699,1,0.0489,0.129,1.4e-6,0.255,0.336,153.514,4jKBjyOdVKfmyauxwW8QUs,298787,southernrock,rock
