Danceability,Energy,Key,Loudness,Mode,Speechness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,ID,Duration_ms,Genre,genre
0.782,0.835,10,-4.278,0,0.283,0.281,0,0.459,0.527,80.014,1AJx5jJQy9pKKxcnHm85RY,240173,undergroundlatinhiphop,hiphop
0.59,0.218,0,-13.207,1,0.0294,0.923,0.021,0.149,0.321,116.023,0qoCJ1hBXCxNi0r29vXseE,232867,vocaljazz,jazz
0.391,0.724,1,-5.536,0,0.0441,0.0413,0.747,0.0837,0.511,101.652,0EUz1ekarXiF1f9TWKmHNQ,204455,mathpop,pop
0.656,0.514,4,-11.749,0,0.0362,0.286,0.918,0.139,0.53,139.965,4hROBMChL2hK06evacXyXA,313098,gauzepop,pop
0.772,0.693,9,-11.694,1,0.0484,0.0327,0.286,0.108,0.719,104.962,38WXA6cN3Evl8Z5lavg4jo,234893,jazzelectricbass,jazz
0.479,0.591,5,-6.541,1,0.0416,0.746,0,0.634,0.477,98.121,52BUOdNI2TneBPq4EFOtAy,227893,modernblues,blues
0.328,0.762,5,-8.651,1,0.0476,0.0342,0.00876,0.198,0.274,125.75,0LTZD4vTsp0EN1wXatc9IR,383507,ukpop,pop
0.437,0.52,7,-9.958,1,0.0416,4.16e-4,7.62e-6,0.189,0.287,152.41,2S2V8GKDrru6ogq26UtEiF,244040,icelandicpop,pop
0.584,0.379,9,-11.141,1,0.0311,0.41,0.00205,0.09,0.325,83.502,2n3flEn2rzRDOeJCOVORed,252788,pianoblues,blues
0.709,0.745,7,-5.594,0,0.243,0.294,0,0.0752,0.631,75.956,1xwKaIzLvZ0UlVYr5Opll7,204984,arabichiphop,hiphop
0.626,0.506,7,-8.723,1,0.0319,0.571,0,0.11,0.49,77.002,6a0BHHDCznbPAU51lF8aCl,211105,lapop,pop
0.464,0.842,11,-6.489,0,0.0314,2.71e-4,0.18,0.185,0.365,128.908,4cl8mOV0ztlXKIinwUdsKa,236093,deeppower-poppunk,pop
0.59,0.576,4,-7.408,1,0.0261,0.219,0,0.166,0.419,99.941,4zVlul17Z9SGqwgmbwm10Z,251427,reggaerock,rock
0.497,0.317,5,-17.387,0,0.0455,0.831,0.265,0.101,0.779,152.421,1Yimq2iZciRfLDDdeGnhiA,338200,jazzfusion,jazz
0.536,0.504,0,-18.525,1,0.0341,0.827,0.969,0.0956,0.963,94.287,0jColG0cTzrRAZMqvLuFLJ,160480,pianoblues,blues
0.424,0.813,11,-5.348,0,0.0454,0.00294,0.037,0.115,0.135,152.043,51BoYMz6SCiJ4vJ1eEtIPe,264680,panamanianrock,rock
0.768,0.742,11,-10.295,1,0.049,0.00549,0.864,0.187,0.721,122.015,3WnTmNiVCbnGbVpT6rDSuU,546916,deeplatinjazz,jazz
0.35,0.964,2,-4.049,1,0.0855,2.2e-5,2.71e-4,0.276,0.12,148.287,1qKTbcg4eDxMfZNq63mPz5,206133,deeppoppunk,pop
0.638,0.551,0,-5.471,1,0.0339,0.0191,1.22e-4,0.163,0.349,89.993,5St88JXcQbqlrqkcV3g8yV,160667,christianpop,pop
0.674,0.569,2,-5.502,0,0.0689,0.917,0,0.327,0.341,93.447,7LYTnWWTcc62tJ0nMvHcE6,144000,azeripop,pop
0.746,0.525,0,-8.7,1,0.186,0.311,0.00867,0.0818,0.835,95.116,7cnWNeQIQutKJmL3MZSfr6,251293,funkrock,rock
0.461,0.694,9,-8.659,0,0.313,0.451,0,0.289,0.432,83.217,3pX1n8C5GdoWM8hpgFKfmt,283800,finnishhiphop,hiphop
0.393,0.605,2,-8.297,1,0.0312,0.358,4.53e-4,0.0937,0.208,75.97,5tBnCBnTlDQQRdlqHe9qXq,293493,ukalternativepop,pop
0.644,0.379,9,-15.975,0,0.0434,0.272,0.0323,0.299,0.58,129.333,00FHk5TmX8fDDp1wVXFoAY,372907,canadianpop,pop
0.563,0.418,4,-8.503,1,0.0287,0.374,0,0.102,0.347,133.493,1pfSKTDigM2xnWG2Y0AquA,246080,deepsoftrock,rock
0.451,0.784,9,-5.705,1,0.0931,0.0532,1.32e-5,0.27,0.409,172.098,1WXI0sW7FEkDcgJ52k6gHq,257938,christianpop,pop
0.463,0.396,7,-10.128,1,0.0304,0.0243,7.23e-5,0.173,0.365,80.753,3ERDRvTSHEC5ALtbxR514r,272293,canadianpop,pop
0.488,0.645,11,-7.226,1,0.421,0.0838,3.55e-4,0.154,0.595,148.733,1l5B9wkjOW9718ZfhepOCd,217773,neosoul-jazz,jazz
0.747,0.841,5,-5.05,0,0.22,0.142,0,0.215,0.642,124.913,1ElghIQKSmdL7FxDQWBv2I,208370,finnishhiphop,hiphop
0.693,0.201,1,-9.903,1,0.0288,0.9,0,0.112,0.679,100.836,7shVwhUdVbHpykOfbzvDc1,263480,canadianpop,pop
0.587,0.596,10,-12.141,1,0.0308,0.369,0.00157,0.105,0.569,126.428,3zpezmSJvzTSVSIMWvjKWC,267973,belgianpop,pop
0.684,0.472,7,-8.512,1,0.105,0.209,0,0.0889,0.655,86.984,1XcYiK8GMEe18whTA3h1cw,215827,poprap,pop
0.611,0.644,2,-4.14,1,0.126,0.418,0,0.0808,0.31,167.865,7fvE6NaqZAjFQrC7fnm64b,225787,christianpop,pop
0.561,0.894,7,-4.255,1,0.515,0.0901,0,0.0881,0.686,82.519,5VkuqayHiiU5ZHyYEH4Oeb,173200,hiphop,hiphop
0.557,0.504,9,-8.377,1,0.0386,0.214,0.00775,0.293,0.591,141.717,0tuXvrzbYwmEyRhcqYttDN,192627,funkrock,rock
0.733,0.472,9,-8.422,0,0.0345,0.801,0.499,0.117,0.709,111.667,38EEbJf59FBqo8z9Lm7B0q,203933,portuguesepop,pop
0.356,0.672,6,-4.98,1,0.0403,0.392,0,0.106,0.566,179.195,090v8z6bp7wF9NGx8CI7tv,219187,lapop,pop
0.385,0.951,2,-4.198,1,0.0735,0.0307,1.36e-5,0.113,0.797,192.322,4ut0TJ2w4uBoiIdX1uzVTB,169057,geekrock,rock
0.604,0.336,6,-13.08,1,0.0294,0.923,0.347,0.114,0.384,95.204,3bOF87CrSbm77MZuqmvCHK,145227,canadianrock,rock
0.393,0.732,2,-9.82,0,0.0557,0.00126,0.76,0.0844,0.0409,137.962,6HTy7NWIzrAPZefkfECvCq,514867,atmosphericpost-rock,rock
0.461,0.168,2,-11.023,1,0.0348,0.858,0,0.106,0.156,139.689,6n7X3qBc6jCPBq4wivYzou,254973,swisscountry,country
0.694,0.423,7,-8.798,1,0.0532,0.639,1.89e-6,0.0975,0.339,135.835,1wIb62aovjPlgKopGkLqwS,289181,estonianjazz,jazz
0.306,0.926,1,-2.754,0,0.0912,3.11e-4,6.44e-4,0.0776,0.483,158.47,1LFinV2mx4m4vBJu6TDrmz,225067,classicswedishpop,pop
0.563,0.453,5,-11.541,1,0.0333,0.964,0.656,0.141,0.79,83.367,6BFLC2QFbO6TYMj3SYvmp5,195553,pianoblues,blues
0.592,0.607,6,-6.943,1,0.0318,0.0501,0.00739,0.0747,0.424,145.011,6k1aACogdxPEVbo1iOrXWz,189533,mexicanpoppunk,pop
0.613,0.738,4,-7.678,0,0.159,0.0787,0,0.662,0.356,149.954,343X2WlDM2fzvCn4fXbLV0,155324,norwegianhiphop,hiphop
0.601,0.508,9,-8.231,1,0.242,0.486,0,0.071,0.64,170.042,1vV2FBKYvu6sJDqzSCNgbI,207520,lapop,pop
0.484,0.306,9,-18.041,1,0.0839,0.0836,0.0447,0.215,0.183,139.67,5HeDHshywWoXxamUC0WtNQ,211973,italianpost-rock,rock
0.356,0.717,6,-8.489,1,0.0367,3.36e-4,1.2e-4,0.0727,0.193,105.78,67ZyR9O1xkr9p91Vmews3V,318040,ukpop,pop
0.506,0.595,7,-6.735,1,0.0326,0.479,0,0.088,0.39,139.544,7ADK1rnMzP6PGWhoqWirBJ,305907,indonesianpop,pop
0.881,0.622,1,-4.149,1,0.215,0.187,0,0.103,0.633,91.989,2NBQmPrOEEjA8VbeWOQGxO,266067,austrianhiphop,hiphop
0.567,0.477,8,-8.781,0,0.0331,0.186,4.86e-5,0.111,0.321,85.019,1t34UsQ634a233qysq6D6L,195317,country,country
0.514,0.828,11,-4.672,0,0.0454,0.00626,8.73e-6,0.119,0.34,124.008,1dABxUeyaNyq7RbKbT3ndo,206373,ukpop,pop
0.673,0.744,6,-7.792,1,0.039,0.292,1.04e-6,0.0813,0.49,128.054,6ouFwMz5ogUobB5PqtKqUX,181589,channelpop,pop
0.605,0.343,10,-10.176,1,0.0493,0.39,3.45e-6,0.219,0.392,172.372,39YQj6igZHXBXBl8RANlB7,294467,pianoblues,blues
0.829,0.709,7,-7.842,1,0.25,0.333,0,0.184,0.907,90.973,2LM2JJj3hQLCZRQFu1xu02,232987,italianundergroundhiphop,hiphop
0.559,0.473,5,-7.712,1,0.0279,0.446,0.00141,0.154,0.397,121.227,6Rvlwah55rEmg1ufhBz022,192827,funkrock,rock
0.599,0.659,5,-5.241,1,0.0371,0.287,2.06e-6,0.505,0.644,82.002,0leBYsvyyFSXc1aeuFVgTD,176263,country,country
0.308,0.732,4,-7.06,1,0.0347,0.01,0.0112,0.194,0.26,127.785,5GCmG6OvXupH2JHIpYLIkF,467557,canadianpop,pop
0.505,0.622,10,-8.372,1,0.0322,0.0809,7.89e-4,0.212,0.193,85.994,5VKEsChbUowEF2BT0gJSGX,297432,newwavepop,pop
0.7,0.237,10,-11.3,1,0.0608,0.946,0.867,0.251,0.607,117.163,7nLSvuvveT9xef3rBsqaux,243907,pianoblues,blues
0.778,0.433,10,-9.445,0,0.203,0.382,3.18e-5,0.0853,0.609,79.986,3aY57OHsMvclfyQ9CkxJyX,234027,belgianpop,pop
0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,1wJRveJZLSb1rjhnUHQiv6,189487,hiphop,hiphop
0.674,0.668,7,-5.909,0,0.0375,0.0644,7.32e-4,0.125,0.761,120.022,496rehjzI9rnE1YFZ6lv3Y,167680,modernblues,blues
0.121,0.0791,0,-21.275,1,0.0428,0.983,0.923,0.113,0.038,168.037,4zo9nVH8uBk5DnUa92ogWn,274355,neoclassical,classical
0.556,0.542,6,-12.202,1,0.0475,0.291,1.86e-5,0.341,0.749,102.166,3HrejyCyqkwKjIYe1EEWeN,397600,jazzfusion,jazz
0.731,0.75,2,-10.457,1,0.0321,0.0862,3.88e-4,0.202,0.639,135.406,6fBwVe6udYdnRqwqo06if8,178987,funkrock,rock
0.68,0.588,7,-10.36,1,0.0296,0.728,0.499,0.0791,0.521,108.994,4JVSkSJAKbSlwkSepkXcK6,218240,gauzepop,pop
0.464,0.625,7,-8.328,0,0.254,0.33,4.94e-5,0.0555,0.291,81.42,75MGaFucyZTZl2P43jV1nu,217667,norwegianhiphop,hiphop
0.627,0.742,7,-9.592,1,0.0338,0.667,2.26e-5,0.22,0.987,146.545,3sqRDcsCxXDNkkLDgXs6P8,134129,mexicanrock-and-roll,rock
0.313,0.388,4,-7.096,1,0.0319,0.871,3.1e-5,0.141,0.155,79.759,7LlyckUmg5IQEyJN2DcbYb,211560,classicdanishpop,pop
0.678,0.785,2,-4.956,1,0.0318,0.00687,7.32e-6,0.0784,0.927,95.03,10RtTP5oG5coNZK0sxrbUP,233640,indonesianpop,pop
0.715,0.66,3,-5.483,1,0.0578,0.00762,0,0.0617,0.899,125.98,2xS4YqkUwPT8K9GWT2ZhnJ,181667,albertacountry,country
0.683,0.853,10,-2.638,1,0.032,0.00313,0,0.276,0.405,110.882,2M2ioNoAkcXyUYsw03yCVv,171187,albertacountry,country
0.672,0.824,9,-2.757,0,0.0308,4.08e-5,0.00274,0.143,0.968,131.735,46bOr9CaHYXJJWZht616Zm,214493,belgianpop,pop
0.479,0.913,9,-8.068,1,0.0864,0.00156,0.00287,0.389,0.504,94.403,3l20bPHgAFsFPRogdTNXWS,324227,canadianrock,rock
0.572,0.468,10,-11.483,0,0.0283,0.00349,0.0117,0.121,0.338,106.756,1QjJF5qOvD6CpOV2X3X0CM,454240,deepchristianrock,rock
0.846,0.338,9,-16.687,1,0.474,0.282,0,0.0549,0.557,144.368,2kglz28uEL0ZfZ6CwcoGWr,187507,chiphop,hiphop
0.232,0.71,10,-11.393,1,0.0386,0.00398,0.873,0.0872,0.366,178.948,03v7yBDPOOuA7gFv0xyK7s,295925,mathpop,pop
0.743,0.773,7,-2.563,1,0.252,0.25,3.38e-4,0.115,0.294,86.067,3Zo26fXsaFeDBqQCMBEX8h,217646,nativeamericanhiphop,hiphop
0.647,0.829,0,-5.025,1,0.0347,0.00528,5.71e-4,0.173,0.688,119.91,4EDazAWt83s5ewg3Sfgi0K,164187,dancerock,rock
0.627,0.783,8,-10.92,0,0.0511,0.00484,0.0962,0.267,0.643,125.029,0oxSdnlNxcGRKqi1pCeIYN,304667,belgianpop,pop
0.427,0.855,9,-6.716,0,0.0656,0.0517,0,0.135,0.773,147.982,4XF3MZzO4VjZPg6HWxCAVY,207136,swedishhardrock,rock
0.572,0.802,7,-5.686,0,0.262,0.572,0,0.138,0.782,89.227,2lUtueH1Toys2Xu87IEcJ0,312573,peruvianhiphop,hiphop
0.896,0.82,5,-7.408,0,0.166,0.0362,0,0.0563,0.831,105.983,5yN5iRD1yaUF5KfSnCdCnP,225960,finnishhiphop,hiphop
0.611,0.805,9,-4.661,1,0.0311,0.0252,2.79e-5,0.338,0.415,105.052,6yLsvJ9RdDJIcPqB45iveI,232000,country,country
0.684,0.638,1,-3.841,0,0.0342,0.162,0.0185,0.0958,0.403,123.995,7AWIO4i8ghMDyX9cfbBaWy,197400,deepbrazilianpop,pop
0.308,0.677,7,-10.129,1,0.0515,9.38e-4,0.876,0.104,0.294,89.517,7JVgbj8C30tzhFLHgKk6SV,285907,mathpop,pop
0.565,0.966,2,-5.752,1,0.0437,0.121,0.0395,0.115,0.948,122.079,5GNrPAMtmvYxi4rGM6G4q7,213760,australianpop,pop
0.463,0.857,4,-3.063,1,0.0632,0.0506,0,0.184,0.856,111.647,7j31rVgGX9Q2blT92VBEA0,161920,swedishpoppunk,pop
0.676,0.551,8,-11.27,1,0.581,0.441,0,0.302,0.807,169.29,3ozzcnpSHm6pZkX9xSf9eo,230829,reggaerock,rock
0.528,0.955,2,-6.656,1,0.119,0.00435,2.66e-6,0.111,0.739,133.569,6FrLAki0tEnjryMEuuQzMg,226693,undergroundpowerpop,pop
0.535,0.857,9,-5.2,0,0.0543,0.0113,0.00751,0.472,0.446,91.053,0U0ldCRmgCqhVvD6ksG63j,258413,newwavepop,pop
0.545,0.836,6,-4.029,1,0.0281,1.04e-5,1.29e-4,0.413,0.449,105.924,7IbMonU3CRITpQ0cRVThsV,209480,dancerock,rock
0.466,0.448,10,-8.73,0,0.0921,0.863,1.86e-4,0.255,0.251,71.426,6MDA9JR00rgB20dIVqaDe9,234930,indiepoptimism,pop
0.292,0.718,4,-10.134,0,0.0344,0.682,0.00316,0.347,0.521,83.164,2jDVwBhYfelC1DU9pscFOu,247080,mexicanpoppunk,pop
0.581,0.197,3,-7.697,1,0.0329,0.88,0,0.107,0.349,130.367,79qxwHypONUt3AFq0WPpT9,214293,country,country
0.521,0.876,11,-6.464,1,0.0491,0.00269,1.85e-5,0.369,0.544,124.04,6K5zzNdMfjttzGLoGg04GK,272707,christianpop,pop
0.678,0.875,5,-4.92,1,0.0273,0.0453,1.73e-5,0.38,0.758,124.66,5HjIGzesTt8dwTgy8z7KRf,206600,classicdanishpop,pop
0.494,0.5,9,-10.315,0,0.0348,2.12e-4,0.812,0.0996,0.0385,111.972,1lxmLXJ6Tc8ppOaz5LbHRN,449347,atmosphericpost-rock,rock
0.745,0.576,8,-6.688,1,0.132,0.144,0,0.154,0.16,157.083,5Ta1sXtO9tXOaUacYm7tH8,214611,hiphop,hiphop
0.743,0.191,3,-19.987,0,0.0436,0.982,0.879,0.0909,0.0885,120.009,07u2c89swQdoFATPYaCW5Y,238429,neoclassical,classical
0.703,0.719,9,-4.788,0,0.0849,0.276,0,0.114,0.345,115.923,24jRBveQ34aCli3oVaFwJk,221882,italianhiphop,hiphop
0.764,0.59,7,-4.292,1,0.0395,0.129,0.00847,0.0851,0.281,99.996,5LciLoxa1gK70yIUeoHgRx,251773,regionalmexicanpop,pop
0.775,0.872,6,-4.194,1,0.0469,0.033,0.0579,0.298,0.379,122.994,5sdb5pMhcK44SSLsj1moUh,191496,v-pop,pop
0.482,0.499,4,-7.908,0,0.0262,0.0211,6.05e-4,0.287,0.0495,129.901,3QUzcFDeN1FwQGpmbMhYIX,242072,christianpop,pop
0.476,0.606,0,-6.817,1,0.0275,0.493,0.00195,0.0727,0.308,148.072,2vmj7euyd619RYnudPvUo8,260173,belgianpop,pop
0.439,0.932,4,-6.127,0,0.106,0.00167,0.812,0.264,0.342,109.72,2DnOFuJwSSZc1bxUqsLCMr,258547,modernblues,blues
0.492,0.681,6,-7.038,1,0.075,0.143,0,0.199,0.511,178.01,1mJMD1VIQ7jWTP9DK2zmY0,212445,country,country
0.449,0.941,1,-3.731,1,0.0665,3.89e-5,0.413,0.0842,0.585,102.623,5e3yA1CMvoYrZNCqsNaKgC,170797,deeppoppunk,pop
0.609,0.644,7,-9.791,1,0.0831,0.0187,0,0.443,0.667,81.017,4IXYhDttnoC2jK9txlhN8i,216240,reggaerock,rock
0.715,0.67,2,-7.806,0,0.0348,0.107,0.783,0.0943,0.913,111.877,08LwN4NnSGYzDWcdKtV92V,233853,funkrock,rock
0.812,0.623,4,-8.431,1,0.13,0.0487,0.59,0.258,0.698,96.965,1UBy8rtsbYojPQykUTHlrh,197933,albanianhiphop,hiphop
0.62,0.725,7,-6.437,1,0.0273,0.363,2.07e-4,0.192,0.768,112.062,7uA5bDs7bcvciXM2DwwCgp,196400,grungepop,pop
0.663,0.896,2,-4.94,1,0.0708,0.0145,0.0281,0.124,0.955,164.054,2EjY6PVCynZEVdwJYJb0ri,153760,colombianrock,rock
0.735,0.868,11,-9.07,1,0.0387,0.0339,0.0264,0.234,0.965,129.963,1gyaphIqlNbfhlQTUJ8iNr,223910,grungepop,pop
0.645,0.817,4,-7.824,1,0.0288,0.00223,0.0475,0.248,0.938,120.027,0iZI1vKI4dTBofmpav5nV3,272480,rocknacional,rock
0.53,0.519,4,-5.998,0,0.224,0.2,0,0.112,0.462,144.993,24jrwTJSlYOCguuLa4j28A,186056,deepdancepop,pop
0.564,0.376,4,-14.546,0,0.0489,0.0865,0.939,0.15,0.378,163.255,4i6LDqQjCInNjyedYia51n,172933,jazzfusion,jazz
0.703,0.628,8,-8.874,1,0.0528,0.11,7.52e-6,0.256,0.264,120.106,4gciCpFi24GHNcg6PT7Blx,184875,norwegianhiphop,hiphop
0.92,0.402,0,-16.656,1,0.0549,0.0586,4.34e-4,0.0234,0.957,99.91,6hazdpTPlt5W2BTCGYKBoj,240800,funkrock,rock
0.532,0.863,7,-6.336,1,0.0437,0.167,3.15e-5,0.0941,0.756,163.743,3KMCJSjxBaWFIwIO5oKEEt,219867,canadianrock,rock
0.793,0.915,3,-6.473,0,0.107,0.00433,0.00371,0.11,0.936,130.01,0KSgJpPXWcGIm7fVhXwB3P,184733,portugueserock,rock
0.646,0.58,1,-6.853,1,0.0769,0.619,0,0.0861,0.413,79.074,50E6JyDVvQWAu3gvdY3659,199240,italianhiphop,hiphop
0.494,0.862,1,-5.174,0,0.061,0.0834,0.876,0.149,0.661,140.601,7v2fGPImOz4aefRJXXIJJ6,264733,jazzfusion,jazz
0.722,0.615,0,-9.366,1,0.0467,0.233,0,0.143,0.631,124.041,22amPkWX7YLu98CDCAxi5J,217600,germanpop,pop
0.553,0.936,11,-2.93,1,0.28,0.314,0.0126,0.105,0.223,166.852,1YM7fNEGrM1QSuRFHmIdQG,222573,ukalternativepop,pop
0.439,0.739,10,-9.268,0,0.0407,0.156,0.837,0.0904,0.651,127.786,7gZtALXmUMt3fKe9RaOCwB,605200,finnishjazz,jazz
0.732,0.198,5,-11.775,1,0.028,0.883,1.1e-5,0.0659,0.618,88.174,6ybViy2qrO9sIi41EgRJgx,186147,bossanovajazz,jazz
0.509,0.765,9,-7.075,0,0.0464,0.00828,2.03e-5,0.434,0.735,77.977,37VSwCPgWyGOiQl5liP1HC,277372,swedishhardrock,rock
0.649,0.718,0,-6.593,0,0.0261,0.143,0.0713,0.124,0.718,101.034,7jpP6QKGSJDpSFkAy3nKxG,274093,alternativerootsrock,rock
0.756,0.415,8,-14.429,1,0.0555,0.135,0,0.144,0.68,96.99,5qxChyzKLEyoPJ5qGrdurN,246893,australianundergroundhiphop,hiphop
0.311,0.754,4,-4.946,1,0.0556,0.204,0,0.103,0.338,126.859,1nGpm9EPkh1Esb4LIpclBW,178000,deeppoppunk,pop
0.602,0.929,6,-2.741,0,0.0839,0.118,0,0.103,0.677,130.024,5w3NgfV8v1nNZFLUBlGHIL,177306,countrydawn,country
0.282,0.783,0,-4.349,1,0.0428,0.162,1.25e-4,0.108,0.257,110.545,0jzjkcwTDvF2pm2nVaAvQP,346533,deeppower-poppunk,pop
0.368,0.34,2,-8.661,1,0.0337,0.908,0.0531,0.0939,0.089,133.46,2WfwiTtkcxCkhP2rta82dx,175107,dreampop,pop
0.45,0.858,7,-3.855,1,0.0448,0.00213,0.0738,0.117,0.446,122.748,177l3Xx4gPpWXfzmwcALdc,225280,canadianrock,rock
0.513,0.805,5,-6.918,1,0.0466,0.0421,0,0.208,0.69,89.963,0Ox458KpvZQ1Kuj9mUNPLL,240347,albertacountry,country
0.54,0.963,2,-4.156,1,0.0558,2e-4,0,0.349,0.336,99.97,5PpnK15CLijuK62l093gNY,218133,medievalrock,rock
0.581,0.41,1,-12.617,0,0.0303,0.475,2.04e-5,0.0746,0.697,129.175,0Fnb2pfBfu0ka33d6Yki17,151093,portugueserock,rock
0.728,0.718,8,-5.281,0,0.0501,0.0848,0,0.0579,0.733,95.922,6gTrbqZnyljwXdYQTyBkSx,219467,funkrock,rock
0.625,0.631,9,-6.419,0,0.216,0.00566,6.43e-6,0.17,0.512,105.912,1fyQZJd23QU49nH3211qYx,268115,norwegianhiphop,hiphop
0.671,0.945,2,-3.499,1,0.0385,0.00119,0.799,0.103,0.397,100.009,6yIYuoc7D1r7KByuUXqQA3,260000,panamanianrock,rock
0.426,0.159,0,-18.412,1,0.038,0.716,0.919,0.115,0.0391,82.02,6oHPDoQBENxVhKOJl6h7DW,173387,irishclassical,classical
0.406,0.771,4,-6.991,0,0.0562,0.128,0,0.127,0.42,132.002,2FFfOPjyK1P1QLPpe5rcxv,336360,rocknacional,rock
0.36,0.769,11,-7.18,1,0.074,0.0239,0.198,0.0641,0.284,159.774,4CzjVcIKJkni4mGkwuRsAY,232862,garagerock,rock
0.586,0.872,7,-5.066,1,0.0483,0.018,0,0.622,0.729,159.925,1OxcIUqVmVYxT6427tbhDW,221333,austrianhiphop,hiphop
0.698,0.643,2,-16.985,1,0.0649,0.803,0.0799,0.704,0.714,128.22,0hhzJEusz6r7f0eL1Uc8kw,254000,deepsoftrock,rock
0.491,0.522,10,-11.846,1,0.0312,0.595,2.9e-4,0.123,0.55,171.993,4vw5N2G9Q9up9rMJqJBLze,314427,deepchristianrock,rock
0.404,0.325,6,-13.813,1,0.0482,0.436,0,0.108,0.264,145.898,0DMeHzMrKX3cwAsTz4xQq0,209507,wrock,rock
0.576,0.504,0,-10.461,1,0.0475,0.62,6.19e-6,0.296,0.845,80.317,7K2Qhl2hVFTOvtWkPauNev,150280,rhythmandblues,blues
0.676,0.762,2,-7.483,1,0.313,0.18,0,0.784,0.648,81.745,7cFpB4ozcSwXuhqjvNbrbP,211493,hiphop,hiphop
0.79,0.734,10,-5.048,0,0.064,0.099,0,0.0996,0.282,114.992,5MoPguIOHUMc0GSmQHcLyO,202440,albanianhiphop,hiphop
0.565,0.947,0,-4.941,1,0.0479,3.48e-4,0,0.399,0.587,100.002,4M4taWkQGn3FcbH6tnH6mx,200360,popemo,pop
0.167,0.439,5,-17.089,0,0.0421,0.0338,0.944,0.355,0.0443,134.783,6CsGGMEq1LhGOhMFTc1QJT,693049,post-rocklatinoamericano,rock
0.565,0.91,1,-4.91,0,0.0415,0.122,0.866,0.0913,0.69,98.495,212guZJYmzASElwy8HmVKx,251779,vaporpop,pop
0.797,0.804,10,-7.068,0,0.0599,0.132,0,0.107,0.819,104.065,2vg16RThWkdrrohdk4wq25,286715,venezuelanhiphop,hiphop
0.363,0.129,0,-14.304,1,0.0322,0.904,1.52e-6,0.157,0.147,80.367,0Cvjlph1WGbwZY1PlMEtJY,198147,pianoblues,blues
0.864,0.736,7,-9.128,1,0.0833,0.0137,0.646,0.0113,0.727,123.018,7qwo3xfKiBdpP42i37LTKX,400633,deeplatinjazz,jazz
0.765,0.488,0,-10.871,1,0.0354,8.57e-4,0.0295,0.0936,0.531,123.024,59p6otvBOs6774S8va6PTe,195267,modernblues,blues
0.666,0.482,4,-10.493,0,0.277,0.0222,0.0142,0.12,0.358,119.824,1zbZ8oV2wm6aeqkFy99c0F,168072,vaporpop,pop
0.611,0.35,5,-14.48,1,0.0356,0.499,7.84e-6,0.0844,0.36,76.064,3LcYYV9ozePfgYYmXv0P3r,200579,funkrock,rock
0.217,0.703,6,-6.957,1,0.0445,0.00617,0.897,0.111,0.238,128.009,1ZdDjrw2wdX2Ehe7J6GQr3,368627,uknoiserock,rock
0.613,0.948,2,-4.681,1,0.135,0.312,0,0.476,0.751,90.002,3TuPlmp1FzE0gS1f0FMka4,209000,italianhiphop,hiphop
0.451,0.222,2,-16.374,1,0.0314,0.931,0.00599,0.0908,0.381,132.874,3GIIv6Eo0WSuM9Bxx5DTdR,180226,icelandicrock,rock
0.36,0.565,7,-4.898,1,0.0608,0.358,0,0.0448,0.311,173.281,6CdUgvL597jWmW4w8P5kHs,209157,koreanpop,pop
0.617,0.833,6,-4.476,0,0.0449,0.0919,0,0.385,0.43,109.995,65RTyZesurf9xxf7FZVL1u,219187,christianpop,pop
0.641,0.617,5,-8.145,1,0.0729,0.454,1.83e-4,0.0918,0.742,173.857,5kypHjAGqYdo1CDWvtGOYm,174213,ostrock,rock
0.559,0.718,2,-7.062,1,0.0715,0.246,0.75,0.114,0.203,138.013,1y99NoWcpnnb3f8Dfv8iER,212016,mathpop,pop
0.463,0.988,9,-4.672,1,0.0759,0.0904,1.79e-4,0.13,0.339,126.554,4LrMagl9nM5R68WHfmAsnL,257987,undergroundpowerpop,pop
0.346,0.768,9,-5.695,1,0.0377,0.00603,0.38,0.0244,0.532,169.492,0NWPxcsf5vdjdiFUI8NgkP,210160,classicgaragerock,rock
0.62,0.788,3,-6.358,0,0.0565,0.161,0.507,0.061,0.75,167.996,2Wn7ZtdXyJ9uGBg2j6VvZR,245227,smoothjazz,jazz
0.488,0.0113,0,-33.875,0,0.101,0.987,0.924,0.0838,0.21,133.057,2BKHGJcXtuYdjRjr31BkWE,143133,classicalpercussion,classical
0.67,0.727,1,-7.679,0,0.0324,0.00953,0,0.115,0.405,120.003,64049BEBjRMbLOoC7DFVeu,279240,lapop,pop
0.533,0.739,0,-6.395,1,0.0341,0.00107,0,0.094,0.518,126.903,1yjoYVyZPEg4KFigY56ExT,256760,brazilianindierock,rock
0.767,0.819,0,-5.114,1,0.105,0.136,0,0.165,0.799,133.997,6Lc0La3OwOmAouQjbID4uX,174147,poprap,pop
0.466,0.747,4,-4.838,0,0.0795,0.417,9.76e-6,0.107,0.43,92.161,7pqgMEKsDMOHUdFQ7n0N9K,203641,ukpop,pop
0.485,0.564,0,-10.308,0,0.438,0.834,0,0.0956,0.282,183.519,13pPMF0wN7r19IU8vV2igc,233858,italianundergroundhiphop,hiphop
0.483,0.053900000000000003,0,-19.213,0,0.0607,0.858,0.00638,0.105,0.204,189.133,39CPeGjg70L1qtXzdJmKmU,195707,vocaljazz,jazz
